Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
VRSN,VERISIGN INC,Information Technology,Equity,"175,157,026.08",0.05,"175,157,026.08","857,436.00",204.28,United States,NASDAQ,USD,1,USD,-
HBAN,HUNTINGTON BANCSHARES INC,Financials,Equity,"174,306,507.96",0.05,"174,306,507.96","13,978,068.00",12.47,United States,NASDAQ,USD,1,USD,-
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,Equity,"173,783,624.32",0.05,"173,783,624.32","1,455,962.00",119.36,United States,NASDAQ,USD,1,USD,-
CNP,CENTERPOINT ENERGY INC,Utilities,Equity,"172,435,154.50",0.05,"172,435,154.50","6,093,115.00",28.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
COO,COOPER INC,Health Care,Equity,"172,260,176.66",0.05,"172,260,176.66","478,049.00",360.34,United States,NASDAQ,USD,1,USD,-
AXON,AXON ENTERPRISE INC,Industrials,Equity,"171,865,400.56",0.05,"171,865,400.56","679,928.00",252.77,United States,NASDAQ,USD,1,USD,-
VLTO,VERALTO CORP,Industrials,Equity,"170,637,546.24",0.04,"170,637,546.24","2,116,041.00",80.64,United States,New York Stock Exchange Inc.,USD,1,USD,-
RF,REGIONS FINANCIAL CORP,Financials,Equity,"170,308,543.51",0.04,"170,308,543.51","8,977,783.00",18.97,United States,New York Stock Exchange Inc.,USD,1,USD,-
FSLR,FIRST SOLAR INC,Information Technology,Equity,"169,761,197.60",0.04,"169,761,197.60","1,031,356.00",164.6,United States,NASDAQ,USD,1,USD,-
BALL,BALL CORP,Materials,Equity,"169,525,735.00",0.04,"169,525,735.00","3,043,550.00",55.7,United States,New York Stock Exchange Inc.,USD,1,USD,-
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,Equity,"169,437,435.15",0.04,"169,437,435.15","3,563,353.00",47.55,United States,New York Stock Exchange Inc.,USD,1,USD,-
ENPH,ENPHASE ENERGY INC,Information Technology,Equity,"168,716,928.00",0.04,"168,716,928.00","1,318,101.00",128,United States,NASDAQ,USD,1,USD,-
SWKS,SKYWORKS SOLUTIONS INC,Information Technology,Equity,"168,584,182.86",0.04,"168,584,182.86","1,538,598.00",109.57,United States,NASDAQ,USD,1,USD,-
CLX,CLOROX,Consumer Staples,Equity,"168,293,419.60",0.04,"168,293,419.60","1,196,966.00",140.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
LUV,SOUTHWEST AIRLINES,Industrials,Equity,"167,274,913.77",0.04,"167,274,913.77","5,754,211.00",29.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
HOLX,HOLOGIC INC,Health Care,Equity,"166,263,975.12",0.04,"166,263,975.12","2,364,391.00",70.32,United States,NASDAQ,USD,1,USD,-
HUBB,HUBBELL INC,Industrials,Equity,"166,241,576.16",0.04,"166,241,576.16","517,693.00",321.12,United States,New York Stock Exchange Inc.,USD,1,USD,-
TYL,TYLER TECHNOLOGIES INC,Information Technology,Equity,"166,136,533.16",0.04,"166,136,533.16","406,172.00",409.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
NTRS,NORTHERN TRUST CORP,Financials,Equity,"166,054,700.28",0.04,"166,054,700.28","1,998,492.00",83.09,United States,NASDAQ,USD,1,USD,-
PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,Equity,"165,907,396.56",0.04,"165,907,396.56","2,117,246.00",78.36,United States,NASDAQ,USD,1,USD,-
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,Equity,"165,865,291.68",0.04,"165,865,291.68","366,699.00",452.32,United States,New York Stock Exchange Inc.,USD,1,USD,-
OMC,OMNICOM GROUP INC,Communication,Equity,"163,798,309.90",0.04,"163,798,309.90","1,910,630.00",85.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,Equity,"162,374,550.62",0.04,"162,374,550.62","2,425,673.00",66.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
ATO,ATMOS ENERGY CORP,Utilities,Equity,"162,204,901.92",0.04,"162,204,901.92","1,433,412.00",113.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
EPAM,EPAM SYSTEMS INC,Information Technology,Equity,"161,853,447.80",0.04,"161,853,447.80","556,963.00",290.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALB,ALBEMARLE CORP,Materials,Equity,"161,456,986.29",0.04,"161,456,986.29","1,132,793.00",142.53,United States,New York Stock Exchange Inc.,USD,1,USD,-
CMS,CMS ENERGY CORP,Utilities,Equity,"160,813,642.10",0.04,"160,813,642.10","2,816,351.00",57.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
BRO,BROWN & BROWN INC,Financials,Equity,"158,858,677.53",0.04,"158,858,677.53","2,280,159.00",69.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
JBL,JABIL INC,Information Technology,Equity,"158,812,636.29",0.04,"158,812,636.29","1,235,031.00",128.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
AVY,AVERY DENNISON CORP,Materials,Equity,"156,325,889.40",0.04,"156,325,889.40","777,354.00",201.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,Equity,"155,405,363.52",0.04,"155,405,363.52","786,544.00",197.58,United States,NASDAQ,USD,1,USD,-
IEX,IDEX CORP,Industrials,Equity,"154,878,072.96",0.04,"154,878,072.96","730,006.00",212.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
WDC,WESTERN DIGITAL CORP,Information Technology,Equity,"154,647,271.98",0.04,"154,647,271.98","3,129,878.00",49.41,United States,NASDAQ,USD,1,USD,-
STX,SEAGATE TECHNOLOGY HOLDINGS PLC,Information Technology,Equity,"153,704,396.15",0.04,"153,704,396.15","1,877,879.00",81.85,United States,NASDAQ,USD,1,USD,-
J,JACOBS SOLUTIONS INC,Industrials,Equity,"153,319,133.52",0.04,"153,319,133.52","1,215,468.00",126.14,United States,New York Stock Exchange Inc.,USD,1,USD,-
CINF,CINCINNATI FINANCIAL CORP,Financials,Equity,"152,945,519.76",0.04,"152,945,519.76","1,514,612.00",100.98,United States,NASDAQ,USD,1,USD,-
TER,TERADYNE INC,Information Technology,Equity,"152,899,038.37",0.04,"152,899,038.37","1,475,717.00",103.61,United States,NASDAQ,USD,1,USD,-
EQT,EQT CORP,Energy,Equity,"150,880,406.00",0.04,"150,880,406.00","3,970,537.00",38,United States,New York Stock Exchange Inc.,USD,1,USD,-
TXT,TEXTRON INC,Industrials,Equity,"149,998,711.36",0.04,"149,998,711.36","1,892,012.00",79.28,United States,New York Stock Exchange Inc.,USD,1,USD,-
EG,EVEREST GROUP LTD,Financials,Equity,"149,472,532.23",0.04,"149,472,532.23","418,937.00",356.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
SYF,SYNCHRONY FINANCIAL,Financials,Equity,"149,110,616.03",0.04,"149,110,616.03","3,994,391.00",37.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,Equity,"148,961,772.52",0.04,"148,961,772.52","619,564.00",240.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
MAA,MID AMERICA APARTMENT COMMUNITIES,Real Estate,Equity,"148,827,664.49",0.04,"148,827,664.49","1,126,373.00",132.13,United States,New York Stock Exchange Inc.,USD,1,USD,-
DGX,QUEST DIAGNOSTICS INC,Health Care,Equity,"146,268,441.63",0.04,"146,268,441.63","1,085,319.00",134.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
CE,CELANESE CORP,Materials,Equity,"146,146,764.26",0.04,"146,146,764.26","966,707.00",151.18,United States,New York Stock Exchange Inc.,USD,1,USD,-
POOL,POOL CORP,Consumer Discretionary,Equity,"145,846,398.06",0.04,"145,846,398.06","373,362.00",390.63,United States,NASDAQ,USD,1,USD,-
CFG,CITIZENS FINANCIAL GROUP INC,Financials,Equity,"145,722,272.02",0.04,"145,722,272.02","4,500,379.00",32.38,United States,New York Stock Exchange Inc.,USD,1,USD,-
MAS,MASCO CORP,Industrials,Equity,"145,280,506.88",0.04,"145,280,506.88","2,167,072.00",67.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
SNA,SNAP ON INC,Industrials,Equity,"144,760,805.80",0.04,"144,760,805.80","509,470.00",284.14,United States,New York Stock Exchange Inc.,USD,1,USD,-
LW,LAMB WESTON HOLDINGS INC,Consumer Staples,Equity,"144,665,729.73",0.04,"144,665,729.73","1,398,953.00",103.41,United States,New York Stock Exchange Inc.,USD,1,USD,-
CF,CF INDUSTRIES HOLDINGS INC,Materials,Equity,"143,427,244.73",0.04,"143,427,244.73","1,844,249.00",77.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
BG,BUNGE GLOBAL SA,Consumer Staples,Equity,"142,460,261.52",0.04,"142,460,261.52","1,402,444.00",101.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
SWK,STANLEY BLACK & DECKER INC,Industrials,Equity,"142,291,711.95",0.04,"142,291,711.95","1,479,893.00",96.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
BBY,BEST BUY CO INC,Consumer Discretionary,Equity,"141,371,041.40",0.04,"141,371,041.40","1,869,740.00",75.61,United States,New York Stock Exchange Inc.,USD,1,USD,-
TSN,TYSON FOODS INC CLASS A,Consumer Staples,Equity,"140,858,572.20",0.04,"140,858,572.20","2,753,295.00",51.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
PKG,PACKAGING CORP OF AMERICA,Materials,Equity,"140,618,230.20",0.04,"140,618,230.20","865,130.00",162.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
LDOS,LEIDOS HOLDINGS INC,Industrials,Equity,"140,537,382.76",0.04,"140,537,382.76","1,327,327.00",105.88,United States,New York Stock Exchange Inc.,USD,1,USD,-
PODD,INSULET CORP,Health Care,Equity,"140,181,554.59",0.04,"140,181,554.59","674,047.00",207.97,United States,NASDAQ,USD,1,USD,-
MRO,MARATHON OIL CORP,Energy,Equity,"138,238,444.41",0.04,"138,238,444.41","5,649,303.00",24.47,United States,New York Stock Exchange Inc.,USD,1,USD,-
WRB,WR BERKLEY CORP,Financials,Equity,"136,296,174.32",0.04,"136,296,174.32","1,966,472.00",69.31,United States,New York Stock Exchange Inc.,USD,1,USD,-
DPZ,DOMINOS PIZZA INC,Consumer Discretionary,Equity,"135,776,291.25",0.04,"135,776,291.25","336,705.00",403.25,United States,New York Stock Exchange Inc.,USD,1,USD,-
K,KELLANOVA,Consumer Staples,Equity,"135,006,213.38",0.04,"135,006,213.38","2,545,846.00",53.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
AMCR,AMCOR PLC,Materials,Equity,"134,215,248.18",0.04,"134,215,248.18","13,951,689.00",9.62,United States,New York Stock Exchange Inc.,USD,1,USD,-
NDSN,NORDSON CORP,Industrials,Equity,"133,346,771.30",0.03,"133,346,771.30","522,826.00",255.05,United States,NASDAQ,USD,1,USD,-
CAG,CONAGRA BRANDS INC,Consumer Staples,Equity,"130,846,006.72",0.03,"130,846,006.72","4,613,752.00",28.36,United States,New York Stock Exchange Inc.,USD,1,USD,-
UAL,UNITED AIRLINES HOLDINGS INC,Industrials,Equity,"130,373,656.28",0.03,"130,373,656.28","3,165,946.00",41.18,United States,NASDAQ,USD,1,USD,-
HST,HOST HOTELS & RESORTS REIT INC,Real Estate,Equity,"130,129,124.58",0.03,"130,129,124.58","6,809,478.00",19.11,United States,NASDAQ,USD,1,USD,-
KIM,KIMCO REALTY REIT CORP,Real Estate,Equity,"130,082,572.66",0.03,"130,082,572.66","5,983,559.00",21.74,United States,New York Stock Exchange Inc.,USD,1,USD,-
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,Equity,"129,700,482.58",0.03,"129,700,482.58","495,778.00",261.61,United States,NASDAQ,USD,1,USD,-
KEY,KEYCORP,Financials,Equity,"127,249,239.04",0.03,"127,249,239.04","9,037,588.00",14.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
SJM,JM SMUCKER,Consumer Staples,Equity,"125,322,558.79",0.03,"125,322,558.79","1,024,463.00",122.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
LYV,LIVE NATION ENTERTAINMENT INC,Communication,Equity,"124,141,359.76",0.03,"124,141,359.76","1,369,609.00",90.64,United States,New York Stock Exchange Inc.,USD,1,USD,-
GEN,GEN DIGITAL INC,Information Technology,Equity,"124,036,056.35",0.03,"124,036,056.35","5,442,565.00",22.79,United States,NASDAQ,USD,1,USD,-
RVTY,REVVITY INC,Health Care,Equity,"123,947,585.55",0.03,"123,947,585.55","1,191,231.00",104.05,United States,New York Stock Exchange Inc.,USD,1,USD,-
LNT,ALLIANT ENERGY CORP,Utilities,Equity,"123,776,051.25",0.03,"123,776,051.25","2,463,205.00",50.25,United States,NASDAQ,USD,1,USD,-
TRMB,TRIMBLE INC,Information Technology,Equity,"123,476,285.76",0.03,"123,476,285.76","2,401,328.00",51.42,United States,NASDAQ,USD,1,USD,-
LKQ,LKQ CORP,Consumer Discretionary,Equity,"122,567,478.15",0.03,"122,567,478.15","2,583,087.00",47.45,United States,NASDAQ,USD,1,USD,-
IP,INTERNATIONAL PAPER,Materials,Equity,"122,212,392.91",0.03,"122,212,392.91","3,340,049.00",36.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
VTRS,VIATRIS INC,Health Care,Equity,"121,013,612.50",0.03,"121,013,612.50","11,580,250.00",10.45,United States,NASDAQ,USD,1,USD,-
L,LOEWS CORP,Financials,Equity,"120,357,657.77",0.03,"120,357,657.77","1,767,107.00",68.11,United States,New York Stock Exchange Inc.,USD,1,USD,-
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Communication,Equity,"120,192,363.39",0.03,"120,192,363.39","3,697,089.00",32.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
AES,AES CORP,Utilities,Equity,"118,740,648.95",0.03,"118,740,648.95","6,463,835.00",18.37,United States,New York Stock Exchange Inc.,USD,1,USD,-
TECH,BIO TECHNE CORP,Health Care,Equity,"115,807,496.70",0.03,"115,807,496.70","1,526,595.00",75.86,United States,NASDAQ,USD,1,USD,-
ROL,ROLLINS INC,Industrials,Equity,"114,740,045.12",0.03,"114,740,045.12","2,709,968.00",42.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Equity,"114,717,791.53",0.03,"114,717,791.53","2,637,797.00",43.49,United States,New York Stock Exchange Inc.,USD,1,USD,-
CRL,CHARLES RIVER LABORATORIES INTERNA,Health Care,Equity,"114,689,422.44",0.03,"114,689,422.44","495,162.00",231.62,United States,New York Stock Exchange Inc.,USD,1,USD,-
JKHY,JACK HENRY AND ASSOCIATES INC,Financials,Equity,"114,462,622.82",0.03,"114,462,622.82","703,001.00",162.82,United States,NASDAQ,USD,1,USD,-
KMX,CARMAX INC,Consumer Discretionary,Equity,"114,379,888.00",0.03,"114,379,888.00","1,531,600.00",74.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
MOS,MOSAIC,Materials,Equity,"113,512,870.24",0.03,"113,512,870.24","3,154,888.00",35.98,United States,New York Stock Exchange Inc.,USD,1,USD,-
EVRG,EVERGY INC,Utilities,Equity,"113,201,639.30",0.03,"113,201,639.30","2,217,466.00",51.05,United States,NASDAQ,USD,1,USD,-
PNR,PENTAIR,Industrials,Equity,"112,618,083.22",0.03,"112,618,083.22","1,595,609.00",70.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
TFX,TELEFLEX INC,Health Care,Equity,"112,320,105.37",0.03,"112,320,105.37","453,617.00",247.61,United States,New York Stock Exchange Inc.,USD,1,USD,-
TAP,MOLSON COORS BREWING CLASS B,Consumer Staples,Equity,"109,496,307.78",0.03,"109,496,307.78","1,787,403.00",61.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
INCY,INCYTE CORP,Health Care,Equity,"109,096,706.60",0.03,"109,096,706.60","1,795,535.00",60.76,United States,NASDAQ,USD,1,USD,-
UDR,UDR REIT INC,Real Estate,Equity,"108,197,247.68",0.03,"108,197,247.68","2,921,092.00",37.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
NRG,NRG ENERGY INC,Utilities,Equity,"107,612,253.84",0.03,"107,612,253.84","2,179,268.00",49.38,United States,New York Stock Exchange Inc.,USD,1,USD,-
WRK,WESTROCK,Materials,Equity,"106,227,729.64",0.03,"106,227,729.64","2,475,017.00",42.92,United States,New York Stock Exchange Inc.,USD,1,USD,-
APA,APA CORP,Energy,Equity,"105,164,454.72",0.03,"105,164,454.72","2,960,711.00",35.52,United States,NASDAQ,USD,1,USD,-
NI,NISOURCE INC,Utilities,Equity,"104,035,649.76",0.03,"104,035,649.76","3,989,097.00",26.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
REG,REGENCY CENTERS REIT CORP,Real Estate,Equity,"103,929,727.30",0.03,"103,929,727.30","1,585,745.00",65.54,United States,NASDAQ,USD,1,USD,-
PEAK,HEALTHPEAK PROPERTIES INC,Real Estate,Equity,"102,764,932.34",0.03,"102,764,932.34","5,280,829.00",19.46,United States,New York Stock Exchange Inc.,USD,1,USD,-
ALLE,ALLEGION PLC,Industrials,Equity,"102,145,475.46",0.03,"102,145,475.46","847,399.00",120.54,United States,New York Stock Exchange Inc.,USD,1,USD,-
QRVO,QORVO INC,Information Technology,Equity,"102,000,852.85",0.03,"102,000,852.85","939,667.00",108.55,United States,NASDAQ,USD,1,USD,-
FFIV,F5 INC,Information Technology,Equity,"101,937,786.41",0.03,"101,937,786.41","576,343.00",176.87,United States,NASDAQ,USD,1,USD,-
MKTX,MARKETAXESS HOLDINGS INC,Financials,Equity,"101,880,917.56",0.03,"101,880,917.56","365,899.00",278.44,United States,NASDAQ,USD,1,USD,-
EMN,EASTMAN CHEMICAL,Materials,Equity,"100,714,240.00",0.03,"100,714,240.00","1,144,480.00",88,United States,New York Stock Exchange Inc.,USD,1,USD,-
BFB,BROWN FORMAN CORP CLASS B,Consumer Staples,Equity,"100,678,074.00",0.03,"100,678,074.00","1,766,282.00",57,United States,New York Stock Exchange Inc.,USD,1,USD,-
CDAY,CERIDIAN HCM HOLDING INC,Industrials,Equity,"100,245,777.52",0.03,"100,245,777.52","1,505,644.00",66.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
GL,GLOBE LIFE INC,Financials,Equity,"100,152,495.00",0.03,"100,152,495.00","826,750.00",121.14,United States,New York Stock Exchange Inc.,USD,1,USD,-
CPT,CAMDEN PROPERTY TRUST REIT,Real Estate,Equity,"99,756,032.76",0.03,"99,756,032.76","1,030,644.00",96.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
BXP,BOSTON PROPERTIES REIT INC,Real Estate,Equity,"98,578,169.25",0.03,"98,578,169.25","1,393,725.00",70.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,Equity,"96,793,273.78",0.03,"96,793,273.78","383,446.00",252.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
ETSY,ETSY INC,Consumer Discretionary,Equity,"96,620,427.15",0.03,"96,620,427.15","1,155,885.00",83.59,United States,NASDAQ,USD,1,USD,-
PAYC,PAYCOM SOFTWARE INC,Industrials,Equity,"96,593,718.87",0.03,"96,593,718.87","473,429.00",204.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
CZR,CAESARS ENTERTAINMENT INC,Consumer Discretionary,Equity,"96,532,090.08",0.03,"96,532,090.08","2,082,228.00",46.36,United States,NASDAQ,USD,1,USD,-
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,Equity,"95,981,603.84",0.03,"95,981,603.84","1,126,016.00",85.24,United States,NASDAQ,USD,1,USD,-
AOS,A O SMITH CORP,Industrials,Equity,"95,123,736.74",0.02,"95,123,736.74","1,185,638.00",80.23,United States,New York Stock Exchange Inc.,USD,1,USD,-
HSIC,HENRY SCHEIN INC,Health Care,Equity,"92,522,314.80",0.02,"92,522,314.80","1,260,522.00",73.4,United States,NASDAQ,USD,1,USD,-
BBWI,BATH AND BODY WORKS INC,Consumer Discretionary,Equity,"92,426,312.58",0.02,"92,426,312.58","2,194,878.00",42.11,United States,New York Stock Exchange Inc.,USD,1,USD,-
MTCH,MATCH GROUP INC,Communication,Equity,"89,680,219.34",0.02,"89,680,219.34","2,623,763.00",34.18,United States,NASDAQ,USD,1,USD,-
JNPR,JUNIPER NETWORKS INC,Information Technology,Equity,"89,446,302.22",0.02,"89,446,302.22","3,077,987.00",29.06,United States,New York Stock Exchange Inc.,USD,1,USD,-
AAL,AMERICAN AIRLINES GROUP INC,Industrials,Equity,"88,193,389.20",0.02,"88,193,389.20","6,308,540.00",13.98,United States,NASDAQ,USD,1,USD,-
RHI,ROBERT HALF,Industrials,Equity,"88,051,274.32",0.02,"88,051,274.32","1,022,188.00",86.14,United States,New York Stock Exchange Inc.,USD,1,USD,-
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,"87,872,119.72",0.02,"87,872,119.72","2,795,804.00",31.43,United States,New York Stock Exchange Inc.,USD,1,USD,-
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,Equity,"87,202,238.88",0.02,"87,202,238.88","588,886.00",148.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
NWSA,NEWS CORP CLASS A,Communication,Equity,"86,037,374.82",0.02,"86,037,374.82","3,673,671.00",23.42,United States,NASDAQ,USD,1,USD,-
AIZ,ASSURANT INC,Financials,Equity,"83,198,092.23",0.02,"83,198,092.23","507,089.00",164.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
WYNN,WYNN RESORTS LTD,Consumer Discretionary,Equity,"82,060,170.50",0.02,"82,060,170.50","926,710.00",88.55,United States,NASDAQ,USD,1,USD,-
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Consumer Discretionary,Equity,"81,597,506.16",0.02,"81,597,506.16","4,106,568.00",19.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
TPR,TAPESTRY INC,Consumer Discretionary,Equity,"80,903,811.00",0.02,"80,903,811.00","2,212,300.00",36.57,United States,New York Stock Exchange Inc.,USD,1,USD,-
CPB,CAMPBELL SOUP,Consumer Staples,Equity,"80,774,499.00",0.02,"80,774,499.00","1,896,115.00",42.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
BEN,FRANKLIN RESOURCES INC,Financials,Equity,"79,515,363.30",0.02,"79,515,363.30","2,721,265.00",29.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
BWA,BORGWARNER INC,Consumer Discretionary,Equity,"79,209,079.41",0.02,"79,209,079.41","2,268,951.00",34.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
PNW,PINNACLE WEST CORP,Utilities,Equity,"77,422,048.22",0.02,"77,422,048.22","1,094,614.00",70.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
GNRC,GENERAC HOLDINGS INC,Industrials,Equity,"75,370,427.10",0.02,"75,370,427.10","593,001.00",127.1,United States,New York Stock Exchange Inc.,USD,1,USD,-
CTLT,CATALENT INC,Health Care,Equity,"74,599,887.54",0.02,"74,599,887.54","1,740,142.00",42.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
IVZ,INVESCO LTD,Financials,Equity,"74,118,233.00",0.02,"74,118,233.00","4,339,475.00",17.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Real Estate,Equity,"73,208,516.40",0.02,"73,208,516.40","709,110.00",103.24,United States,New York Stock Exchange Inc.,USD,1,USD,-
PARA,PARAMOUNT GLOBAL CLASS B,Communication,Equity,"72,184,771.00",0.02,"72,184,771.00","4,657,082.00",15.5,United States,NASDAQ,USD,1,USD,-
FMC,FMC CORP,Materials,Equity,"71,931,943.05",0.02,"71,931,943.05","1,204,285.00",59.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
FOXA,FOX CORP CLASS A,Communication,Equity,"70,257,117.44",0.02,"70,257,117.44","2,386,451.00",29.44,United States,NASDAQ,USD,1,USD,-
XRAY,DENTSPLY SIRONA INC,Health Care,Equity,"69,572,941.20",0.02,"69,572,941.20","2,045,060.00",34.02,United States,NASDAQ,USD,1,USD,-
CMA,COMERICA INC,Financials,Equity,"68,535,681.84",0.02,"68,535,681.84","1,272,951.00",53.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
HAS,HASBRO INC,Consumer Discretionary,Equity,"62,944,850.00",0.02,"62,944,850.00","1,258,897.00",50,United States,NASDAQ,USD,1,USD,-
BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,Equity,"62,290,644.09",0.02,"62,290,644.09","202,039.00",308.31,United States,New York Stock Exchange Inc.,USD,1,USD,-
WHR,WHIRLPOOL CORP,Consumer Discretionary,Equity,"61,877,747.26",0.02,"61,877,747.26","530,411.00",116.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
ZION,ZIONS BANCORPORATION,Financials,Equity,"60,835,007.64",0.02,"60,835,007.64","1,430,066.00",42.54,United States,NASDAQ,USD,1,USD,-
VFC,VF CORP,Consumer Discretionary,Equity,"57,242,198.52",0.02,"57,242,198.52","3,190,758.00",17.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
RL,RALPH LAUREN CORP CLASS A,Consumer Discretionary,Equity,"55,848,844.95",0.01,"55,848,844.95","383,709.00",145.55,United States,New York Stock Exchange Inc.,USD,1,USD,-
DVA,DAVITA INC,Health Care,Equity,"54,009,180.03",0.01,"54,009,180.03","519,969.00",103.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
MHK,MOHAWK INDUSTRIES INC,Consumer Discretionary,Equity,"52,118,257.95",0.01,"52,118,257.95","510,213.00",102.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
SGAFT,CASH COLLATERAL USD SGAFT,Cash and/or Derivatives,Cash Collateral and Margins,"45,456,000.00",0.01,"45,456,000.00","45,456,000.00",100,United States,-,USD,1,USD,1-Sep-16
FOX,FOX CORP CLASS B,Communication,Equity,"34,969,101.76",0.01,"34,969,101.76","1,273,456.00",27.46,United States,NASDAQ,USD,1,USD,-
NWS,NEWS CORP CLASS B,Communication,Equity,"27,117,825.29",0.01,"27,117,825.29","1,108,207.00",24.47,United States,NASDAQ,USD,1,USD,-
ESH4,S&P500 EMINI MAR 24,Cash and/or Derivatives,Futures,0,0,"883,690,987.50","3,721.00","4,749.75",-,Index And Options Market,USD,1,USD,-
 ,,,,,,,,,,,,,,
